FOS10_ROS10,FOS10_ROS11,FOS10_ROS12,FOS10_ROS13,FOS10_ROS1,FOS10_ROS2,FOS10_ROS3,FOS10_ROS4,FOS10_ROS5,FOS10_ROS6,FOS10_ROS7,FOS10_ROS8,FOS10_ROS9,FOS1_ROS10,FOS1_ROS11,FOS1_ROS12,FOS1_ROS13,FOS1_ROS1,FOS1_ROS2,FOS1_ROS3,FOS1_ROS4,FOS1_ROS5,FOS1_ROS6,FOS1_ROS7,FOS1_ROS8,FOS1_ROS9,FOS2_ROS10,FOS2_ROS11,FOS2_ROS12,FOS2_ROS13,FOS2_ROS1,FOS2_ROS2,FOS2_ROS3,FOS2_ROS4,FOS2_ROS5,FOS2_ROS6,FOS2_ROS7,FOS2_ROS8,FOS2_ROS9,FOS3_ROS10,FOS3_ROS11,FOS3_ROS12,FOS3_ROS13,FOS3_ROS1,FOS3_ROS2,FOS3_ROS3,FOS3_ROS4,FOS3_ROS5,FOS3_ROS6,FOS3_ROS7,FOS3_ROS8,FOS3_ROS9,FOS4_ROS10,FOS4_ROS11,FOS4_ROS12,FOS4_ROS13,FOS4_ROS1,FOS4_ROS2,FOS4_ROS3,FOS4_ROS4,FOS4_ROS5,FOS4_ROS6,FOS4_ROS7,FOS4_ROS8,FOS4_ROS9,FOS5_ROS10,FOS5_ROS11,FOS5_ROS12,FOS5_ROS13,FOS5_ROS1,FOS5_ROS2,FOS5_ROS3,FOS5_ROS4,FOS5_ROS5,FOS5_ROS6,FOS5_ROS7,FOS5_ROS8,FOS5_ROS9,FOS6_ROS10,FOS6_ROS11,FOS6_ROS12,FOS6_ROS13,FOS6_ROS1,FOS6_ROS2,FOS6_ROS3,FOS6_ROS4,FOS6_ROS5,FOS6_ROS6,FOS6_ROS7,FOS6_ROS8,FOS6_ROS9,FOS7_ROS10,FOS7_ROS11,FOS7_ROS12,FOS7_ROS13,FOS7_ROS1,FOS7_ROS2,FOS7_ROS3,FOS7_ROS4,FOS7_ROS5,FOS7_ROS6,FOS7_ROS7,FOS7_ROS8,FOS7_ROS9,FOS8_ROS10,FOS8_ROS11,FOS8_ROS12,FOS8_ROS13,FOS8_ROS1,FOS8_ROS2,FOS8_ROS3,FOS8_ROS4,FOS8_ROS5,FOS8_ROS6,FOS8_ROS7,FOS8_ROS8,FOS8_ROS9,FOS9_ROS10,FOS9_ROS11,FOS9_ROS12,FOS9_ROS13,FOS9_ROS1,FOS9_ROS2,FOS9_ROS3,FOS9_ROS4,FOS9_ROS5,FOS9_ROS6,FOS9_ROS7,FOS9_ROS8,FOS9_ROS9
13,2869,3,3,13,5,4,5,1,174,17,14,3,3,298,2,5,4,5,7,1,1,224,4,2,4,486,7,2,4,5,10,513,5,0,2,6,6,10,2258,8,1288,3140,4396,4440,2749,1581,3,633,1509,6711,19,812,4131,2236,1686,2979,3125,1838,932,12,2515,1899,1665,2089,3768,1343,736,111,1209,600,3310,751,6,1535,177,694,9410,8,215,112,2065,64,4830,1495,466,1,244,27,2845,14,2,11,6,3,744,2,1,2,1,52,715,43,3,2735,593,592,441,15,15,3981,2411,7,671,681,314,3053,9,27,14,1426,4267,2679,1285,549,2,26,3377,3051,49
16,6054,9,7,43,9,10,8,0,293,35,25,8,7,609,3,4,5,12,13,9,0,495,7,12,13,705,10,14,10,17,14,1270,9,0,4,6,15,18,4318,7,2437,6426,8106,8570,5659,2993,19,1236,2728,12244,43,2158,7400,4285,2900,6373,5743,3652,1953,13,3972,4122,3338,3647,7950,2983,1662,403,1755,1033,6039,1547,10,2397,355,1076,17216,19,313,119,4336,132,8940,3115,604,4,624,64,5036,16,3,27,14,8,2057,3,3,3,0,104,1197,52,3,3460,1442,981,459,16,29,7243,4139,8,1228,1126,584,5833,18,52,11,2420,8128,6349,2478,1563,2,229,7251,7049,36
37,6587,16,18,130,48,35,23,0,587,138,38,22,18,1046,16,14,20,31,44,24,1,1085,22,37,32,1013,42,50,41,61,85,1563,42,2,40,50,57,76,23926,61,24235,17328,16892,25045,21378,15748,50,9187,28202,36315,157,21144,22642,17082,18715,22989,30576,25628,18195,54,11005,15547,16671,25469,24127,12612,10856,3119,18254,15580,18005,6609,61,15186,3044,14325,37358,60,5196,2054,12111,3901,29204,13184,4331,27,4970,1326,17106,52,10,70,17,10,2770,22,18,9,1,282,1554,121,21,11439,5658,5112,3235,57,106,15467,11070,18,4864,6482,3743,11787,95,64,46,4683,17397,15858,9354,6200,13,2273,11776,13090,222
0,366,0,0,1,1,1,0,0,11,6,1,0,0,42,0,0,1,0,0,0,0,4,0,1,0,31,1,0,0,1,0,125,0,0,0,3,2,4,238,1,77,410,844,658,372,119,0,43,131,1116,2,61,539,207,159,311,243,102,57,0,207,170,143,180,695,212,70,10,80,83,391,78,0,77,33,69,1910,2,0,2,328,1,748,118,17,0,0,1,322,1,0,0,1,0,121,0,0,0,0,2,43,4,0,253,46,1,3,1,7,394,210,0,65,16,11,505,0,6,1,120,570,293,122,20,0,18,804,449,7
13,4468,6,5,40,11,9,5,0,228,23,13,8,8,673,4,7,5,13,8,5,2,563,7,7,11,708,13,4,7,11,12,962,4,0,8,4,11,14,3902,6,2110,4897,7355,7589,4605,2531,8,1205,2626,10818,23,1362,6372,3717,2646,4878,5368,3222,1616,16,4386,3563,3008,2932,6909,2350,1335,322,1983,1169,5564,1386,8,1960,362,973,15076,11,315,127,3396,227,8346,2899,811,2,395,76,4743,25,3,19,3,2,1759,7,6,1,0,80,819,53,4,3265,1239,832,501,12,25,6172,3796,9,1403,1404,396,4618,9,36,15,2158,6276,5129,2315,1503,9,284,6041,5877,65
2,899,0,1,11,3,0,1,0,37,20,5,2,1,190,0,0,2,2,0,1,0,124,3,1,1,127,5,4,5,1,3,256,2,0,0,0,3,6,1351,4,539,1241,2282,2204,1418,550,1,226,743,3448,10,408,2091,964,657,1483,1392,918,396,3,577,1017,861,868,2240,957,455,104,481,401,1520,369,4,355,85,264,5438,1,80,14,947,59,2272,821,154,0,108,25,1439,4,1,7,4,0,676,2,0,1,0,10,281,11,2,1035,504,211,46,2,6,1902,908,3,221,295,113,1848,2,11,3,497,2112,1372,745,172,1,61,1899,1591,16
25,7503,4,6,50,14,15,8,2,348,71,33,14,8,927,5,5,5,15,23,6,2,821,7,15,9,950,25,7,19,22,27,1283,15,0,19,12,18,42,6301,22,3376,8225,10815,11427,7676,4090,11,1844,4134,17025,52,2329,9328,5371,3581,7981,8325,5290,2661,24,6378,5482,4367,4946,10400,4026,2320,427,2309,1285,8063,2063,14,3280,450,1342,24352,24,586,163,5231,258,12491,4453,914,6,646,113,6904,28,13,25,11,5,2554,6,7,3,1,117,1403,36,7,5485,1803,1231,535,28,41,10829,5013,15,2066,1941,465,7008,29,69,21,3422,12438,7442,3901,1461,11,352,9360,8528,62
13,2715,0,2,20,11,3,3,0,121,9,10,4,7,405,4,0,4,6,3,4,0,334,2,5,3,345,11,5,4,12,15,644,6,0,5,8,5,10,2580,15,1248,3364,4534,4630,2812,1332,5,617,1584,6856,28,974,4189,2436,1813,3470,3236,2223,1031,7,1844,2151,1687,1929,4764,1595,981,179,1242,797,3261,821,8,1223,212,775,11111,8,278,97,2367,198,5203,1825,347,3,526,90,3146,12,2,11,7,1,1115,2,2,2,0,61,693,40,3,2073,832,666,380,7,13,3798,2235,8,709,396,225,3661,12,21,6,1431,3813,2958,1649,687,1,81,4013,4248,33
3,706,0,3,8,5,2,1,0,43,3,4,1,0,89,0,0,1,2,1,1,0,62,0,2,6,105,3,0,2,0,3,189,0,0,3,1,4,8,597,3,203,936,1786,1544,874,327,3,139,263,2171,9,181,1584,703,433,838,782,378,163,3,609,501,362,308,1334,354,112,11,153,73,1266,265,1,246,44,137,4432,3,44,70,1066,8,1749,472,61,0,10,6,1058,4,1,5,0,4,76,1,0,0,0,20,80,0,2,687,182,75,22,3,3,785,568,0,98,39,57,757,1,5,2,512,1310,806,294,171,0,21,1890,1071,6
1,393,0,0,3,1,1,0,0,29,26,1,0,1,111,0,0,0,3,0,0,0,124,0,0,1,86,1,1,1,1,0,140,0,0,0,1,3,3,320,4,117,686,1357,998,468,216,2,69,65,1439,3,103,912,402,359,510,339,159,53,4,488,290,269,233,1131,300,61,9,209,117,715,146,0,160,40,85,2777,0,27,3,525,1,1008,175,35,0,82,2,558,4,0,2,0,0,115,1,1,0,0,12,41,3,0,318,84,77,38,3,0,611,312,0,85,119,76,535,1,3,2,271,882,622,270,65,0,32,1226,539,16
40,7175,32,23,612,100,22,36,4,460,669,107,34,18,981,28,19,25,30,41,33,3,708,27,35,22,1023,56,56,49,95,128,1251,86,0,37,57,62,102,38335,104,53549,19936,15259,28992,30174,26851,98,19364,68324,39954,214,35126,22701,20705,24241,33173,54053,54293,46031,84,10345,16327,19452,35134,27498,17473,19734,4609,22547,20208,18496,7427,81,19643,3746,19566,32367,111,11754,7134,11489,6360,30642,18587,7041,50,10845,3035,18964,84,13,65,32,15,2052,15,27,19,1,268,1359,98,14,13085,7646,7164,5531,63,119,13797,12783,24,6384,8722,5805,11421,371,94,56,3714,16427,17139,12776,9696,28,4037,9260,10580,895
24,6758,23,13,37,33,21,16,2,441,18,36,17,24,1146,7,8,23,25,36,13,2,878,17,17,18,845,38,36,33,47,48,1815,16,5,37,31,54,37,12135,38,7608,13049,16415,18725,12363,7206,29,3309,8125,27057,92,10580,19056,13224,11652,14034,15136,9989,5774,38,10791,13512,13012,18323,22413,13446,10817,4164,10195,8560,15228,4756,41,8275,1269,6216,35160,56,4392,2057,11297,5217,26072,13039,4402,23,4676,1304,14367,56,8,69,27,9,6970,14,12,10,0,210,3777,183,14,6213,2318,918,486,63,77,13501,6402,11,1547,1692,535,10122,35,61,38,3474,14889,9131,3359,1320,5,384,13178,9526,88
6,3375,3,8,21,9,10,5,1,265,29,18,5,3,743,4,5,5,8,11,3,1,585,7,6,12,507,14,9,12,16,16,1053,4,0,14,10,17,25,4681,15,2640,5728,7626,7931,5035,2720,8,1298,2583,12507,45,1584,7323,3991,3162,5580,5289,3405,1569,18,3941,3992,3037,3346,7575,2855,1609,310,2054,1486,5749,1469,7,2634,353,1331,16978,14,415,79,3964,94,9167,3008,835,7,342,75,5151,14,4,17,9,4,1949,3,6,4,0,91,915,42,10,3489,1235,978,621,20,25,6901,4066,10,1379,1004,480,4849,12,27,22,2253,7002,5176,2402,1175,1,94,6685,6319,60
9,3346,7,6,46,10,6,2,0,186,18,9,7,2,924,2,4,12,5,5,4,1,398,8,16,12,802,24,12,8,18,6,1513,6,0,5,6,10,25,3215,19,1607,4540,5742,6034,3789,2029,6,1022,1988,8314,35,1099,5693,3525,2557,4438,4202,2930,1469,15,2876,2539,2137,2464,6762,4536,4745,1540,1561,1193,5206,1261,8,1950,297,849,13264,20,2285,1374,9744,1865,7768,4958,1994,16,2558,638,5265,16,8,56,48,18,11660,19,10,5,0,236,7410,2738,296,2764,913,636,203,264,21,4878,3627,9,1166,910,205,4008,14,26,8,1766,5835,4400,1373,877,4,313,4697,4345,38
4,2740,5,4,37,5,5,1,0,137,33,15,11,5,399,2,3,6,4,5,3,0,289,2,5,3,364,11,9,7,11,9,530,3,1,4,6,7,12,2561,8,1255,3225,4576,4391,2879,1556,3,562,1580,7106,24,1011,4431,2472,1714,3239,3030,2016,974,7,2154,2234,2012,2098,4531,1452,951,184,1087,586,3589,989,8,1071,207,761,10034,3,324,101,2341,116,5095,1766,513,3,197,70,3201,11,4,11,10,3,1195,4,2,3,0,56,736,42,3,2556,855,552,280,13,16,4073,1920,9,678,606,301,3227,13,19,8,1447,4184,3186,1480,677,1,146,3920,4270,23
7,2303,6,14,47,7,9,3,1,162,22,10,6,7,981,6,3,5,2,10,2,1,556,3,10,7,599,14,7,3,18,10,1260,6,2,6,6,8,8,3314,14,1975,3726,5205,6257,3634,2021,2,872,2073,8976,24,1154,5297,3391,2266,4002,4117,2604,1288,10,2685,2689,2197,2520,6435,4393,4794,1474,1794,1015,4899,1172,6,1416,246,817,11772,26,2640,1059,10368,2218,7706,4428,1865,13,1774,601,5106,22,5,46,55,17,12807,14,9,10,2,197,7643,2608,217,2220,840,807,117,244,18,4404,3229,2,1218,999,295,3069,9,21,20,1585,4393,3116,1200,526,2,95,4739,4479,48
0,642,0,3,7,3,2,0,0,35,9,1,3,0,79,1,0,1,2,1,2,0,192,1,1,5,89,1,0,1,4,3,201,5,0,1,1,1,6,463,3,145,981,1606,1278,678,332,3,99,214,2041,3,148,1351,682,430,742,593,271,100,1,571,462,353,259,1291,359,112,30,246,131,946,184,1,246,38,114,3489,2,26,7,899,18,1507,423,55,0,65,1,895,8,0,4,0,2,225,0,1,0,0,20,98,0,0,446,144,141,14,4,2,1102,603,2,87,173,8,784,3,5,0,385,1198,379,183,55,1,5,1738,1009,22
1,1407,4,2,8,2,0,0,0,63,2,1,2,1,174,1,0,0,0,1,0,0,86,3,0,3,129,1,2,0,5,4,239,0,0,1,2,1,4,574,3,218,1152,2091,1483,968,388,1,221,336,2611,5,172,1568,704,524,994,736,392,244,1,769,567,422,352,1606,457,195,31,266,143,1447,246,3,372,54,91,4286,0,6,6,907,11,1771,345,54,0,0,9,911,4,0,3,0,1,173,2,0,1,0,12,62,2,1,562,162,44,38,5,3,1130,470,2,187,109,8,1168,5,10,2,505,1072,771,345,187,0,74,1858,1503,16
33,9355,36,23,233,62,41,31,3,683,209,83,35,33,1917,37,22,38,32,46,26,5,1277,26,26,34,1384,54,77,63,72,83,2824,55,0,50,58,73,106,28590,91,33302,18304,16402,25692,23325,18924,57,11975,38130,37145,198,33799,24140,20690,23661,26068,36677,34373,26463,74,12905,18080,21977,39166,26669,21022,32545,11457,23567,21868,18567,7544,68,16272,3648,21624,35592,119,18542,11722,17013,19090,31125,23011,11978,74,17889,6360,18139,110,14,96,61,22,17386,42,40,16,1,384,10337,1444,100,15418,8869,7766,6311,156,124,20881,15958,46,7295,11021,6185,16165,144,98,72,6054,21874,23214,14414,9929,27,2996,10774,15495,270
0,697,1,0,6,2,2,2,0,40,1,3,2,0,103,1,0,4,0,1,1,0,94,1,2,2,110,0,0,2,2,3,221,2,0,1,0,2,5,373,0,112,926,1509,1407,564,251,1,115,168,1860,6,23,1267,583,195,717,735,210,114,2,668,487,291,185,991,284,119,23,163,38,959,171,0,249,35,85,3259,1,32,5,658,7,1453,264,24,0,0,2,728,3,0,2,1,0,147,3,0,0,0,13,30,2,0,261,83,16,1,1,1,876,364,0,73,16,2,738,5,10,2,480,715,821,149,45,0,2,1689,874,10
9,2172,3,5,28,12,5,4,0,196,41,11,9,3,592,4,7,6,16,7,1,1,483,8,5,8,489,13,12,7,9,18,938,5,1,13,7,13,23,4398,14,2432,5478,6902,7380,4845,2465,6,1070,2630,11298,28,1757,6272,3633,2795,5523,5424,3626,1883,16,3094,3514,2995,3204,7477,2886,1726,368,2226,1199,5568,1419,6,1772,328,1029,15934,10,401,132,4101,190,8753,2448,607,3,377,63,4218,12,1,14,5,3,1902,7,2,0,0,72,993,43,3,2995,1415,851,448,16,22,6130,3371,9,920,1248,299,5121,15,27,6,2170,6854,5297,2166,1321,3,381,6278,5652,82
9,3144,6,4,29,8,7,1,0,233,30,17,4,7,706,5,2,9,7,9,7,4,434,2,9,9,476,14,13,11,13,14,937,6,0,7,10,14,22,4087,17,2211,4463,6619,6838,4362,2316,7,874,2348,10336,37,1487,6764,3958,2934,4454,4263,2937,1409,16,3058,3288,2587,3204,6807,2433,1221,232,1841,1054,5486,1358,14,1994,307,1200,14517,11,346,115,3462,201,7293,2436,494,3,441,46,5031,14,3,27,5,3,1320,5,8,0,0,65,749,28,2,3231,1269,992,335,21,22,5549,3359,6,892,1401,665,4421,22,31,13,2003,5980,4777,1723,1016,2,272,5606,5567,33
0,801,1,3,9,0,0,1,0,27,0,3,1,2,70,0,3,1,1,1,0,1,91,1,0,2,102,4,2,0,1,7,115,1,0,1,0,2,3,326,8,123,644,1127,964,383,224,1,58,111,1635,5,71,924,325,235,450,336,140,113,0,329,301,165,148,1107,102,96,4,66,54,772,176,0,147,55,89,2866,0,9,1,448,4,1145,291,20,0,20,0,611,1,1,4,0,1,30,1,0,0,0,8,59,1,1,412,122,47,13,1,4,825,212,0,46,108,6,646,1,5,3,308,885,521,194,22,0,16,1298,935,16
10,2794,5,4,34,10,8,3,0,192,50,20,6,6,424,0,5,4,9,8,5,1,305,8,1,8,435,10,12,6,9,22,749,7,3,6,12,9,23,3974,24,2009,4777,6248,7110,4547,2361,5,1013,2635,10198,37,1525,5794,3334,2318,4941,5057,3373,1697,15,3789,3507,2522,2468,6337,2307,1182,316,1459,918,4515,1351,6,2055,254,854,14301,6,318,61,3248,142,7966,2524,525,4,317,63,4432,20,2,22,3,2,1461,4,6,0,0,72,698,36,5,3022,1256,862,410,17,21,5556,3116,4,1074,658,702,4154,11,18,9,2102,6627,5187,1879,889,2,145,5276,4838,50
9,2585,6,5,20,15,5,8,1,252,34,17,8,6,416,6,8,6,11,13,6,0,307,3,11,5,321,13,18,9,16,37,644,13,1,8,12,25,19,8330,19,6524,8045,8170,10992,8397,5732,14,2745,7788,15234,43,4525,8898,6113,4770,9814,11216,8105,5083,33,4209,5157,4628,6676,9338,2661,1472,387,3717,3387,7044,2318,17,3499,607,2980,16803,13,310,126,3979,147,10638,2613,512,2,360,49,5956,13,3,18,4,3,469,5,5,2,1,76,175,14,4,3159,1324,782,856,18,26,5913,3032,9,1332,1318,713,4283,21,20,12,1960,5967,4726,2118,1263,2,333,6104,4845,50
9,3000,1,2,29,9,10,4,2,182,30,14,6,3,621,0,2,5,7,12,5,0,333,5,5,1,389,7,9,6,11,10,556,3,0,3,8,10,15,3201,15,1559,4330,5862,5548,3473,2036,14,1027,2119,9669,24,1213,5840,3051,2288,4404,4004,2542,1204,16,3216,2807,2073,2476,5745,2170,988,222,1781,1074,4259,1126,11,1752,261,794,12049,7,283,74,3161,165,6846,2145,490,4,164,75,3563,9,2,9,1,1,1225,6,2,1,1,52,751,26,1,2915,1050,732,342,16,16,5080,2938,4,582,885,432,4076,14,28,21,1818,5406,3744,2125,821,0,198,5176,4766,53
13,4740,10,2,35,12,10,9,0,315,43,16,7,7,1031,2,4,13,10,8,6,3,873,6,13,12,697,22,14,9,15,25,1341,10,0,6,20,12,26,5722,20,2893,7163,9461,9923,6630,3489,13,1498,3611,15152,44,1786,9113,5498,3774,6861,6670,4340,2171,22,4572,4548,3710,3739,9554,3377,2103,317,2371,1566,7380,1925,8,2732,458,1486,19462,20,581,73,4994,221,11529,3582,939,6,910,130,6126,25,2,29,18,4,2934,6,7,3,1,114,1388,45,5,4502,1921,1032,734,19,38,8047,4318,10,1481,917,627,5847,24,32,23,3012,8376,6526,2559,1286,7,236,8007,7918,84
1,738,3,4,10,0,2,0,0,39,7,5,3,2,203,0,3,1,3,3,1,0,19,2,4,3,165,2,1,0,4,3,180,0,0,2,2,3,5,512,2,102,1103,1960,1636,760,360,0,155,253,2096,6,177,1567,672,497,911,573,281,107,2,678,606,316,384,1370,321,120,15,216,162,1125,236,2,398,51,51,4284,0,12,26,663,5,1592,364,41,1,62,9,883,5,0,4,1,0,155,0,2,0,0,14,53,1,0,399,138,109,1,2,7,1186,322,2,151,30,14,875,8,4,5,545,1650,924,330,7,1,38,2047,1294,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1935,3,1,16,7,7,0,1,128,10,7,5,4,311,1,0,5,7,2,5,0,239,0,3,9,350,16,3,8,9,9,512,5,0,4,8,10,22,2581,9,1369,3208,4280,4401,2966,1572,8,732,1577,7361,22,797,3825,2403,1812,3191,3163,2322,1036,14,1860,2290,1566,2049,4263,1505,865,207,1034,509,3353,796,5,989,173,678,9929,7,266,30,2121,138,4557,1366,275,3,210,19,2975,9,5,10,3,3,998,3,1,4,1,42,563,23,1,2094,922,718,203,10,9,3142,2243,2,712,663,206,3016,8,13,10,1428,3771,2635,1708,585,2,98,3800,3702,19
17,4890,8,4,28,6,15,4,2,267,27,22,9,3,714,2,5,9,8,8,8,0,592,4,11,5,788,14,12,13,14,24,1196,3,0,10,6,7,19,4627,14,2457,5798,7387,7962,5249,2719,11,1256,2821,12290,57,1925,6971,4275,2847,5695,5361,3576,1696,16,3855,3749,2927,3481,7830,2954,1565,299,2003,1149,6010,1289,13,2211,346,1163,17714,10,299,135,3987,303,8536,3213,778,6,695,94,4699,22,3,24,11,3,2760,9,7,0,1,116,1293,76,4,3241,1557,802,306,18,26,6695,4282,9,1302,1105,730,5364,8,39,20,2454,7361,5463,2470,1164,6,357,6736,5957,32
3,840,0,1,4,3,0,0,0,33,17,2,3,2,123,0,1,1,1,2,0,0,20,1,0,1,143,2,1,1,5,1,215,0,1,3,1,2,1,402,1,103,968,1704,1419,592,269,0,80,126,2033,7,126,1017,433,275,633,592,222,139,1,589,391,258,231,1038,264,142,26,189,127,1058,243,1,290,29,94,3601,2,15,2,641,18,1176,280,23,1,0,3,759,2,0,5,1,0,76,1,1,0,0,16,7,1,1,450,111,68,3,3,2,850,443,0,91,200,7,642,3,7,0,351,991,615,117,111,0,4,1916,907,4
1,1717,3,3,8,13,6,5,1,148,21,12,10,1,329,1,0,7,6,9,3,1,344,1,3,8,241,7,3,5,7,5,446,6,0,10,9,8,11,2414,6,1336,3075,4009,4547,2679,1463,7,581,1357,6483,18,984,4068,2160,1478,2878,2903,1863,1061,7,2561,2022,1353,1944,3970,1662,695,137,1044,837,3173,751,4,1368,191,491,9466,8,236,54,2147,60,5366,2119,456,2,407,34,2603,13,0,11,2,1,1080,2,2,1,0,55,537,76,12,2024,726,424,267,11,14,4091,2113,10,683,755,332,2738,6,17,11,1163,4165,3088,1169,532,2,116,3697,3235,42
14,4441,3,5,35,15,13,4,0,221,40,17,9,5,594,3,4,5,11,10,2,3,562,9,12,13,681,10,9,11,18,20,948,5,0,3,9,16,31,4987,23,2869,6397,8222,8487,5328,3041,9,1383,3175,13313,28,1817,7708,4489,2844,6139,6025,3583,1748,14,4574,4191,2839,3394,8192,2921,1509,253,2148,1122,6224,1399,8,1867,351,1494,18230,19,378,151,3918,148,9287,3406,610,4,635,109,5519,19,3,17,8,4,2072,5,7,3,0,98,1034,35,11,4197,1457,710,503,16,29,6680,3599,7,955,761,733,5538,18,33,15,2695,7719,5048,2224,1449,2,355,6994,6375,70
19,5418,3,9,46,15,14,15,2,409,51,22,13,10,707,3,9,12,11,17,4,0,661,4,8,12,864,27,16,17,22,25,1241,10,1,22,11,27,33,6286,37,3390,7974,10811,11461,6762,3662,13,1508,3378,16948,46,2397,9742,5321,3807,8243,8007,5337,2514,25,5278,5116,3919,4711,10409,3624,2257,576,2766,1867,8566,2253,17,3248,447,1407,23382,18,737,130,5092,380,12335,4492,1117,10,961,141,7025,27,3,30,9,2,2527,11,5,4,0,112,1415,74,10,5304,1989,967,465,23,51,10260,5483,17,2107,1900,516,7250,28,49,19,3118,9774,8196,3856,1963,8,430,9121,8330,113
14,3215,3,3,13,6,6,9,0,220,18,14,5,6,488,1,1,12,4,9,4,0,430,2,7,6,436,9,6,2,14,12,758,5,1,9,7,10,18,3591,17,1988,4495,6323,6157,3915,1980,5,896,2011,9706,23,1597,5477,3200,2070,4623,4323,2661,1450,17,3426,3173,2460,2829,5983,2248,1199,242,1447,824,4659,1330,11,1787,256,877,14128,11,385,89,2956,91,7683,2902,627,7,336,82,3893,9,1,12,4,3,1448,4,1,1,0,64,600,31,4,3244,1050,807,455,17,27,6135,3136,5,910,778,602,3987,13,37,14,2004,6121,3722,1644,907,2,117,5472,5079,21
15,4855,2,4,34,13,9,3,0,189,61,25,10,6,673,1,6,9,2,16,4,0,442,3,8,10,671,15,9,4,15,14,839,6,2,10,7,12,17,3636,13,2015,4767,6335,6356,3878,2242,7,1109,2181,10270,25,1327,6087,3402,2446,4582,4498,2686,1445,17,3185,2795,2498,2718,6293,2628,1336,267,1590,1077,4921,1272,2,1691,281,1137,13098,11,314,70,3724,133,7693,2577,647,8,563,36,4056,10,2,22,4,2,1782,3,2,2,0,67,616,21,2,3543,1230,917,341,16,18,5558,3210,11,969,1107,484,4669,14,35,21,2044,6139,4529,2046,1245,5,300,5341,5465,88
12,3830,9,5,32,4,15,5,0,191,46,12,9,3,522,5,7,8,4,8,6,3,551,8,9,7,589,14,10,4,11,9,675,9,0,14,9,8,18,3359,7,1842,4462,5658,5986,3870,2065,12,920,2059,9368,24,1517,5329,3133,2174,4057,4050,2841,1289,11,2972,2814,2283,2529,5385,2152,1067,253,1566,1044,4573,1099,16,1645,233,750,12377,10,369,90,3050,115,6712,2252,625,0,470,77,3744,10,1,14,3,2,1648,7,2,1,0,64,756,46,3,3377,1098,759,462,15,22,4652,2973,5,764,991,287,3739,10,15,14,1852,5882,3845,2199,956,6,199,4965,4540,53
2,644,0,0,7,1,1,2,0,44,17,2,1,0,66,0,2,0,1,1,0,1,78,1,1,1,93,2,0,2,1,4,183,1,0,0,1,2,4,523,0,153,785,1589,1143,656,253,1,87,130,1807,5,128,1166,521,352,597,488,281,93,2,501,387,397,266,1078,332,166,36,179,58,1129,207,0,239,28,43,3582,0,3,2,665,28,1271,341,64,0,13,4,858,4,0,4,0,0,167,0,0,2,0,4,110,4,1,383,104,45,5,1,2,805,474,1,100,27,26,611,1,1,2,382,919,519,166,44,1,21,1576,1044,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2890,7,5,11,5,8,1,2,163,20,15,6,3,499,1,2,3,6,6,4,3,360,3,9,7,492,9,4,5,14,17,598,5,0,3,9,12,16,3469,15,1747,4266,5504,5698,3887,2148,5,950,2288,9081,34,960,5136,2944,1718,4120,3641,2686,1438,8,2965,2902,1954,2065,5631,2167,1013,222,1299,567,4306,982,6,1407,216,689,12463,19,362,119,2451,209,6125,2261,533,5,656,67,3901,15,2,16,3,1,1133,4,4,1,1,60,630,26,9,2041,778,742,297,19,23,4436,2548,8,975,561,315,4136,9,23,12,1531,5091,2812,1595,857,2,65,4585,4375,32
12,4337,3,4,23,12,9,5,0,252,30,13,10,8,711,2,4,2,11,8,4,1,552,5,9,9,598,14,6,13,15,12,1246,9,0,8,8,12,26,4665,11,2427,5384,7314,7928,5092,2868,11,1345,2809,11965,44,1709,7481,4193,3016,5371,5308,3285,1687,11,4547,3616,3111,3597,7425,2579,1300,244,2048,1408,5901,1399,9,1978,271,924,15931,10,435,139,4212,270,8981,3285,687,4,432,107,4593,18,1,22,11,3,2284,11,2,6,0,65,1164,29,6,3439,1405,791,280,19,22,6760,3846,5,1371,1026,547,5169,18,36,24,2579,7931,5385,3017,1436,2,252,6591,5794,40
