FOS10_ROS10,FOS10_ROS11,FOS10_ROS12,FOS10_ROS13,FOS10_ROS1,FOS10_ROS2,FOS10_ROS3,FOS10_ROS4,FOS10_ROS5,FOS10_ROS6,FOS10_ROS7,FOS10_ROS8,FOS10_ROS9,FOS1_ROS10,FOS1_ROS11,FOS1_ROS12,FOS1_ROS13,FOS1_ROS1,FOS1_ROS2,FOS1_ROS3,FOS1_ROS4,FOS1_ROS5,FOS1_ROS6,FOS1_ROS7,FOS1_ROS8,FOS1_ROS9,FOS2_ROS10,FOS2_ROS11,FOS2_ROS12,FOS2_ROS13,FOS2_ROS1,FOS2_ROS2,FOS2_ROS3,FOS2_ROS4,FOS2_ROS5,FOS2_ROS6,FOS2_ROS7,FOS2_ROS8,FOS2_ROS9,FOS3_ROS10,FOS3_ROS11,FOS3_ROS12,FOS3_ROS13,FOS3_ROS1,FOS3_ROS2,FOS3_ROS3,FOS3_ROS4,FOS3_ROS5,FOS3_ROS6,FOS3_ROS7,FOS3_ROS8,FOS3_ROS9,FOS4_ROS10,FOS4_ROS11,FOS4_ROS12,FOS4_ROS13,FOS4_ROS1,FOS4_ROS2,FOS4_ROS3,FOS4_ROS4,FOS4_ROS5,FOS4_ROS6,FOS4_ROS7,FOS4_ROS8,FOS4_ROS9,FOS5_ROS10,FOS5_ROS11,FOS5_ROS12,FOS5_ROS13,FOS5_ROS1,FOS5_ROS2,FOS5_ROS3,FOS5_ROS4,FOS5_ROS5,FOS5_ROS6,FOS5_ROS7,FOS5_ROS8,FOS5_ROS9,FOS6_ROS10,FOS6_ROS11,FOS6_ROS12,FOS6_ROS13,FOS6_ROS1,FOS6_ROS2,FOS6_ROS3,FOS6_ROS4,FOS6_ROS5,FOS6_ROS6,FOS6_ROS7,FOS6_ROS8,FOS6_ROS9,FOS7_ROS10,FOS7_ROS11,FOS7_ROS12,FOS7_ROS13,FOS7_ROS1,FOS7_ROS2,FOS7_ROS3,FOS7_ROS4,FOS7_ROS5,FOS7_ROS6,FOS7_ROS7,FOS7_ROS8,FOS7_ROS9,FOS8_ROS10,FOS8_ROS11,FOS8_ROS12,FOS8_ROS13,FOS8_ROS1,FOS8_ROS2,FOS8_ROS3,FOS8_ROS4,FOS8_ROS5,FOS8_ROS6,FOS8_ROS7,FOS8_ROS8,FOS8_ROS9,FOS9_ROS10,FOS9_ROS11,FOS9_ROS12,FOS9_ROS13,FOS9_ROS1,FOS9_ROS2,FOS9_ROS3,FOS9_ROS4,FOS9_ROS5,FOS9_ROS6,FOS9_ROS7,FOS9_ROS8,FOS9_ROS9
5,842,2,2,66,6,5,1,1,84,89,17,2,1,342,0,0,1,1,5,1,0,204,2,5,0,247,3,2,3,3,2,383,0,0,1,4,4,7,836,3,269,1514,2895,2606,1178,600,0,136,348,3558,7,181,2549,1149,658,1166,887,406,157,1,803,831,648,666,2398,589,508,110,315,244,1953,486,5,647,96,251,5542,4,121,13,1677,96,3311,956,179,1,28,30,1940,5,3,9,2,1,256,2,2,1,0,34,187,8,2,1183,387,116,77,12,6,2214,1035,0,189,298,251,1975,40,4,4,907,2070,1487,562,84,1,104,3185,2250,109
1,360,0,2,2,1,0,0,0,16,1,1,0,0,142,0,1,1,0,2,0,0,121,2,0,1,77,1,0,0,0,0,226,0,0,0,0,1,0,101,1,0,382,1302,655,98,14,0,4,3,944,2,18,516,166,64,141,98,18,4,0,247,150,108,52,671,207,116,33,58,28,332,74,0,20,8,13,2259,0,10,8,1643,8,762,379,64,0,7,21,420,0,0,9,4,1,584,1,1,2,0,36,483,86,6,74,35,24,11,6,2,495,88,0,60,8,1,250,3,2,1,216,351,285,103,68,0,8,1853,586,3
5,2018,2,6,99,11,5,8,0,248,124,9,4,4,1356,2,4,4,5,11,6,2,821,2,5,5,715,13,9,2,14,9,1797,6,4,4,8,8,20,2591,8,1260,4252,6313,6465,3686,1836,11,754,1773,8467,17,1045,5602,2994,2035,4241,3787,2174,1078,13,2378,2702,1947,2184,7056,2471,1319,287,1624,914,5069,1084,10,1553,237,856,12285,9,287,140,6032,197,8016,2712,594,3,384,45,4111,9,3,27,11,1,2049,10,5,0,2,143,1031,45,8,2200,978,476,46,11,27,4060,2480,5,554,709,93,3517,43,18,13,2007,4530,3709,2138,999,5,251,5481,4995,214
30,13899,11,12,325,47,23,14,2,648,466,83,15,16,3673,2,14,15,10,23,8,6,2546,6,15,12,2636,26,21,13,35,24,5255,18,4,15,11,23,35,5726,22,3185,7036,9181,10909,6960,3894,12,1570,3864,15908,28,3667,11208,6783,5437,7953,7737,4985,2746,24,5001,5803,5051,6411,12918,6448,6804,1380,4032,2717,8818,2109,9,2951,463,1680,19101,21,1904,898,15399,1334,15001,6632,2005,8,1354,367,8053,28,4,79,61,16,13601,19,12,7,1,353,7778,696,20,7068,3667,2592,1345,72,40,10841,7721,24,2985,3427,1325,8603,127,110,30,5251,12797,11027,5388,3397,7,1102,8146,11998,461
18,3488,4,10,236,12,12,1,4,529,263,43,8,12,1579,5,9,8,8,19,4,3,889,6,7,18,1118,27,18,13,19,22,2233,12,3,14,14,31,37,4332,20,1815,7978,12617,11947,6117,2965,5,918,2156,17081,30,2176,11773,6747,4646,7196,6355,3407,1594,26,4304,4983,3813,4562,12301,3937,2611,564,2943,1824,9297,2526,10,2697,463,1567,24593,18,483,154,7208,575,14764,4182,957,9,618,105,8073,31,2,36,11,3,1324,6,5,4,0,120,740,35,7,7225,3693,2233,1163,19,38,11555,6768,10,2015,3074,1277,8992,200,21,12,3752,12930,10922,4716,2997,11,710,13118,9948,617
0,34,0,0,2,1,0,0,0,9,2,2,0,0,22,0,1,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,10,0,0,0,0,1,0,28,0,13,173,312,296,96,42,0,9,9,367,1,0,150,46,22,66,16,7,1,0,47,22,19,6,229,17,76,3,0,0,85,7,0,10,4,0,557,0,0,2,195,1,280,20,0,1,0,1,128,1,0,5,0,0,16,0,1,0,0,2,9,1,0,17,3,0,0,1,0,232,85,0,8,0,15,245,0,0,0,90,296,19,3,0,0,0,304,171,2
0,60,0,0,24,0,1,0,0,34,11,5,1,0,122,0,0,0,1,0,0,0,28,0,1,0,63,1,0,1,0,0,257,1,0,0,1,2,3,22,2,3,114,426,260,103,53,0,13,7,366,1,8,371,75,69,70,56,14,11,0,203,86,95,68,372,228,19,19,18,20,242,33,0,41,10,12,996,1,1,14,590,5,551,167,2,0,0,6,207,3,0,3,2,1,297,0,0,0,0,14,224,12,0,324,113,94,26,1,3,366,399,0,112,90,43,276,1,0,2,313,647,513,292,58,0,6,814,735,28
5,3395,7,7,960,107,11,7,1,398,1028,129,18,6,1326,2,10,9,12,8,7,8,1053,12,12,7,1015,16,11,11,14,18,2162,11,4,16,9,15,20,3551,13,1548,5963,8627,8872,4789,2211,9,953,1846,12023,30,1391,8496,4719,3342,5162,4649,2346,1097,15,2798,3420,2743,2866,9531,2959,1840,530,2349,1265,6673,1821,8,2202,294,1175,17078,16,488,81,6271,282,10988,3392,773,5,283,53,5909,28,4,31,5,6,1363,8,8,4,0,155,611,37,1,7695,4484,3694,2371,21,34,9416,6943,14,2671,3692,2116,7963,568,29,17,3661,9734,9406,5858,4025,6,1372,8844,9015,1667
9,2696,5,5,161,16,4,3,3,294,163,12,2,6,1189,3,1,4,4,7,2,1,837,3,5,4,770,10,11,7,5,10,1865,3,0,5,9,6,17,2835,12,1461,4170,5836,5882,3640,1949,4,646,1904,9246,28,1482,5800,3438,2147,3894,3645,2128,1100,9,2150,2758,2266,2879,6547,1717,937,152,1212,812,5068,1131,9,1518,182,794,12972,9,120,39,5754,68,8216,2043,391,4,203,18,4428,23,0,30,6,1,863,1,3,3,0,113,424,32,3,2953,1153,606,336,14,17,5031,2689,7,975,1131,242,3987,79,25,21,2429,5362,4494,2011,1296,4,269,6256,5637,310
11,2997,4,7,242,24,6,7,3,340,198,34,6,11,1829,4,1,3,10,18,8,6,1453,3,8,9,1106,16,8,8,10,13,2409,2,4,7,7,12,24,3499,13,1683,4793,6796,7251,4141,2205,2,779,2033,11186,29,1804,7181,4335,3145,4487,4008,2444,1188,6,2491,3397,2847,2977,7594,2895,1522,311,2163,1597,5487,1330,15,2066,285,1128,13733,12,508,119,7451,165,9502,2900,508,4,226,42,5275,19,3,37,10,3,2182,11,5,0,1,169,1293,61,10,2799,1249,752,345,14,17,5504,3167,2,923,722,381,4251,99,31,12,2329,6067,3715,2307,666,2,243,5940,5395,439
10,2140,2,6,78,11,2,1,0,246,149,13,3,1,849,4,5,6,9,5,0,0,585,3,5,12,545,14,3,6,8,6,1236,3,0,6,4,10,19,2254,10,853,3786,6252,5397,3020,1507,2,512,1188,8758,16,1135,6123,3604,2211,3159,2696,1675,649,11,2253,2727,2199,2201,6213,2128,1045,246,1309,865,4787,1168,8,1661,235,704,13004,7,238,75,4298,109,7135,2158,376,0,143,40,4513,10,3,37,3,3,603,5,4,1,0,82,251,11,2,2750,1338,699,490,4,9,4496,2474,9,613,963,341,4351,35,15,9,2519,5016,3444,1618,1189,4,161,6435,5347,123
0,348,0,0,15,1,0,0,1,27,10,2,0,0,69,0,0,1,0,0,1,1,76,0,0,1,87,0,0,0,0,0,154,0,2,0,2,0,0,52,0,5,164,308,186,73,24,0,6,13,351,0,30,231,90,37,64,24,8,10,2,183,158,89,57,322,144,50,15,6,69,149,23,0,15,4,0,882,2,3,1,359,7,457,184,25,0,0,2,230,0,0,1,0,0,149,0,1,0,0,2,16,0,0,191,112,47,4,0,1,370,176,1,210,109,63,298,3,5,2,204,575,189,246,138,1,16,674,717,38
4,2436,5,5,102,25,9,6,1,410,111,27,3,6,1430,2,7,3,7,18,4,2,950,9,15,3,852,14,12,8,21,20,1815,6,1,11,16,10,20,3641,9,1911,3966,5767,6267,3738,2202,8,846,2449,9480,21,2540,6603,3599,3409,4358,4387,2863,1625,14,3254,3679,3497,4627,7112,2999,1681,562,2424,1406,5364,1374,7,1953,312,1474,11441,7,400,88,5418,590,9560,2966,866,1,770,183,4728,17,5,27,9,2,1982,5,7,3,0,126,905,43,7,5731,4247,3161,2313,20,35,7609,6716,15,2727,3868,2614,6282,57,28,19,3435,7503,8886,5739,3916,12,1187,5364,7641,143
5,969,0,0,42,9,1,0,2,92,51,3,3,0,518,0,1,1,0,0,2,1,284,2,2,0,195,2,1,2,2,4,528,0,0,0,0,0,7,104,2,11,326,959,648,208,39,1,25,9,1106,1,18,712,329,95,141,99,44,15,3,366,323,277,148,839,200,119,24,21,59,608,63,1,149,12,6,2644,2,40,47,1686,3,1281,322,77,3,60,5,519,3,0,13,4,0,520,0,1,0,0,27,311,14,2,524,241,99,69,1,3,1113,958,0,391,413,242,975,14,10,5,868,1083,1150,636,165,2,150,1929,2234,79
2,452,0,0,11,1,1,0,0,61,41,3,0,1,186,0,5,1,0,0,0,0,73,0,1,0,74,0,0,2,0,1,252,0,0,2,1,0,2,58,0,4,148,428,278,71,25,0,2,6,430,0,42,257,104,54,97,71,44,6,1,200,181,155,33,439,67,45,4,13,4,253,39,0,16,4,15,913,0,8,1,559,1,463,73,15,0,0,2,304,0,1,7,0,1,265,1,0,0,0,8,121,2,0,213,170,131,127,0,0,486,236,0,133,65,32,423,14,4,0,339,374,420,182,75,0,50,709,656,23
7,3687,7,6,527,25,14,6,1,433,544,59,7,14,1524,2,2,9,12,14,4,6,974,11,6,10,953,21,9,5,10,22,2301,5,2,14,16,17,24,3332,16,1330,5278,8254,7601,4444,2295,2,782,1682,12355,29,1421,8551,4709,3430,4912,4260,2362,1116,20,3496,3645,2809,2841,8432,2711,1263,177,1867,1203,7253,1409,6,2166,376,1503,17668,11,177,77,6625,79,10694,3125,560,4,277,30,5724,23,4,42,5,5,1188,3,4,1,0,141,717,28,3,4507,2160,1352,666,22,27,8079,4479,15,1718,1451,832,6469,210,47,12,3623,9435,6033,3284,1756,3,423,8413,9083,861
1,161,1,0,22,1,1,0,0,28,4,0,1,0,181,0,0,1,0,0,0,0,97,0,0,1,71,0,0,0,1,0,137,0,0,0,0,0,0,13,0,3,146,385,151,45,25,0,8,1,275,0,1,249,86,36,79,50,6,0,2,146,133,73,26,246,70,21,11,9,19,141,22,1,30,8,25,746,0,17,1,343,1,325,140,15,0,1,0,159,1,0,4,0,0,170,0,0,0,0,9,159,1,1,217,118,112,72,1,0,369,368,2,186,155,62,287,6,0,0,214,333,140,53,67,0,0,543,637,12
1,532,0,0,20,7,0,1,0,31,37,1,1,0,66,0,0,2,1,0,0,0,59,0,1,0,102,1,0,0,1,0,109,0,0,0,1,2,0,43,0,3,135,326,199,80,41,0,9,12,210,2,20,183,117,27,49,14,3,2,0,157,127,87,57,311,56,30,3,2,3,173,39,0,30,2,1,730,1,25,13,382,0,371,138,22,0,0,0,162,1,0,1,0,0,262,0,0,0,0,5,84,4,0,326,144,108,38,1,1,339,184,0,106,120,177,315,6,2,1,284,470,151,228,81,0,47,525,764,17
3,726,0,0,26,2,1,1,0,25,17,2,0,2,110,0,1,0,0,0,1,0,75,0,1,0,68,0,0,0,2,0,207,0,0,1,1,1,0,30,1,3,169,369,191,52,13,0,0,0,248,0,44,242,58,32,53,37,16,5,0,103,144,47,50,400,136,87,3,12,23,225,33,0,92,0,2,729,0,32,1,692,4,443,180,33,0,24,4,156,2,1,0,0,0,243,1,1,1,0,15,142,15,1,443,165,72,32,0,0,251,439,0,86,286,28,304,19,3,1,410,367,196,182,121,0,26,712,834,35
7,1525,3,6,6,7,6,4,1,65,4,8,5,11,210,2,3,4,9,7,4,1,137,9,1,6,183,15,11,9,16,17,370,5,0,12,6,11,32,4327,21,1667,6793,10635,10061,5660,2613,6,921,1960,15636,20,2007,9846,4954,2882,6147,5155,2717,1313,15,3922,3743,2851,3439,9596,2929,1523,352,1506,994,7218,1557,20,2213,319,1010,19605,8,278,95,5667,244,11510,2765,692,5,377,59,6112,18,2,36,8,2,1119,5,4,3,0,117,699,31,3,37,5,4,6,6,11,1677,44,0,8,12,15,1758,5,13,6,496,2314,90,12,3,0,7,10441,1208,14
11,6349,4,1,212,12,5,1,0,288,232,35,8,8,2018,1,3,8,7,5,7,2,1194,5,11,7,1180,15,4,9,11,12,2483,7,0,7,10,11,16,2568,13,1249,4142,5985,6464,3747,1856,12,668,1654,9532,23,1347,6208,3086,2287,3594,3548,1958,922,11,2136,2666,2229,2429,6535,2025,1197,262,1447,815,4922,1049,5,1348,228,732,12109,5,285,98,6792,169,8277,2402,459,6,380,86,4439,15,2,40,6,4,1700,7,8,0,0,179,851,51,5,2154,850,496,297,11,18,4310,2434,6,609,504,240,3698,50,44,5,2227,6020,3189,1553,622,3,85,6120,5305,386
13,5351,2,6,113,17,1,2,1,171,186,19,3,17,1046,1,4,6,5,7,3,1,603,2,6,4,781,10,4,4,5,14,1647,2,0,1,6,7,16,2400,8,1086,3031,4202,4519,2778,1395,3,424,1343,7346,13,1353,4564,2442,1681,3121,2972,1606,860,6,1360,2024,1670,2221,5742,1726,915,176,1429,549,3481,853,6,979,151,461,8784,6,289,141,4996,120,6054,1952,404,4,346,25,3628,12,2,30,12,3,1269,3,2,0,0,83,841,44,2,2223,890,475,242,14,10,3037,1606,4,413,517,195,2795,101,41,7,1511,3824,2169,1360,534,0,77,4115,3670,281
1,1013,2,1,19,0,0,0,0,53,43,5,1,0,113,0,1,0,0,0,0,1,132,0,0,1,138,2,0,0,2,0,299,0,0,0,0,1,1,1,1,0,52,226,76,22,1,1,0,0,218,1,0,121,21,0,29,9,1,0,0,49,38,2,12,145,102,5,1,0,1,72,12,0,1,3,1,617,0,0,1,591,0,199,25,0,0,0,1,131,1,0,1,0,0,54,0,0,0,0,5,53,0,0,116,42,21,1,0,3,221,170,1,42,15,0,189,26,9,2,308,143,127,22,27,0,0,719,1018,34
1,471,0,0,2,0,0,0,0,24,5,1,0,0,78,0,0,0,0,0,0,0,57,0,0,0,44,1,1,0,1,0,132,2,0,0,1,1,1,51,0,5,113,314,148,29,7,0,4,7,343,1,15,271,103,70,88,36,13,4,1,211,109,33,2,393,160,77,14,8,1,179,20,0,25,5,24,797,0,15,6,494,21,443,68,29,0,0,0,251,2,0,4,0,0,250,0,0,1,0,4,80,12,0,178,93,166,25,1,2,369,389,0,83,214,86,287,2,3,0,283,407,299,251,123,0,36,537,410,37
2,2081,1,1,41,0,1,0,0,75,74,15,0,0,297,0,2,0,1,0,0,0,231,1,1,1,346,0,0,0,2,2,449,0,0,0,0,1,1,24,2,4,139,454,150,40,13,0,2,0,287,1,3,242,61,37,49,16,0,0,0,138,113,55,31,369,57,27,7,22,20,226,39,0,13,3,0,1274,2,2,1,1025,0,465,131,8,0,1,0,306,0,0,3,0,1,214,1,0,0,0,13,55,1,0,163,98,49,9,0,1,493,238,0,78,80,13,396,16,10,1,643,577,316,153,83,0,18,1275,1282,65
13,6217,2,5,577,39,8,5,3,324,728,81,10,2,1424,3,5,5,5,6,6,2,732,3,13,5,1014,17,5,11,13,15,1885,10,0,8,9,6,12,2251,12,987,4015,6496,5858,3311,1583,5,579,1306,9149,22,1260,6208,3377,2443,3893,3321,1687,878,7,2318,2546,2083,2099,6362,2143,1311,279,1402,936,4911,965,7,1322,274,772,12585,12,295,168,4496,189,7670,2061,463,7,261,50,4376,15,3,28,6,3,945,6,2,5,0,65,457,18,6,5097,2554,2608,1790,12,31,6530,4628,15,1965,2677,1274,4830,324,34,14,2661,7198,5901,3624,2988,10,574,6844,5840,1164
1,418,0,0,44,1,1,0,1,46,24,5,1,1,241,1,0,0,2,1,0,0,275,0,5,0,151,0,0,0,0,2,380,1,0,0,0,0,0,3,1,0,59,357,98,12,2,0,1,0,207,0,0,285,57,28,22,9,1,0,0,61,42,35,20,243,32,4,4,1,0,189,24,0,38,2,6,912,0,0,1,715,0,261,14,8,0,4,0,183,1,0,3,0,0,50,0,0,0,0,17,29,1,0,75,43,19,20,0,0,525,147,0,54,4,10,267,19,2,1,404,262,178,68,84,1,11,1013,1064,42
14,5122,3,5,126,9,6,5,1,283,173,31,7,7,1023,1,3,6,11,6,4,0,712,6,5,8,913,9,4,3,14,9,1599,5,2,7,9,8,21,2761,8,1216,3664,5714,5688,3462,1703,7,683,1450,8593,16,1385,6005,3075,2162,3846,3332,2020,869,7,2445,2841,2242,2447,6704,2352,1073,203,1843,824,5511,1309,8,1784,257,942,12318,11,250,101,5792,143,8050,2542,469,4,415,55,4215,14,4,29,7,6,1366,4,3,1,0,139,778,40,2,2005,1277,606,419,14,18,4443,2615,11,953,424,366,3864,48,37,12,2227,5023,3193,990,693,4,204,5422,5652,297
1,371,0,2,23,0,0,0,1,70,32,1,1,1,273,0,1,0,0,1,1,0,184,4,0,1,197,0,1,1,0,0,352,2,0,0,0,0,2,3,0,2,82,336,102,37,5,0,0,1,211,0,11,178,91,71,41,12,3,0,0,108,55,15,8,222,25,0,1,34,17,180,11,0,3,6,0,844,0,0,3,592,0,308,47,7,0,1,3,164,1,0,3,1,0,86,0,1,0,1,21,65,2,0,143,38,0,0,1,0,296,152,0,34,50,39,253,3,6,0,371,547,252,78,8,0,2,1071,968,81
0,307,1,0,28,1,0,0,0,29,41,0,0,2,165,0,0,0,0,1,0,0,165,0,1,0,68,3,0,1,0,0,253,0,0,0,1,1,2,9,0,0,44,341,85,24,1,0,0,0,210,0,0,128,76,6,13,2,1,0,0,84,8,5,6,195,17,8,1,15,1,88,8,0,9,4,0,480,0,0,0,441,0,211,71,0,0,1,0,148,0,0,5,0,0,63,1,0,0,0,16,11,0,0,76,18,6,0,1,0,304,90,0,5,0,0,180,3,4,3,316,323,66,55,66,0,7,993,712,21
5,1316,1,0,45,5,0,0,0,58,24,11,0,2,414,3,0,0,1,1,0,1,378,0,1,1,248,3,1,0,0,0,415,0,0,0,2,0,2,1,0,1,52,371,155,23,0,0,0,0,200,2,1,219,21,15,34,9,9,1,0,87,40,12,2,239,68,1,1,10,4,240,35,0,29,9,1,909,0,4,2,725,3,281,136,16,1,0,1,194,1,0,6,1,0,25,0,0,0,0,9,18,1,1,142,58,26,27,1,1,456,141,0,75,39,2,296,33,11,3,434,311,282,180,174,0,9,1177,1171,89
4,1506,0,0,36,5,1,0,0,77,115,10,0,0,326,0,0,3,0,1,3,4,403,2,1,2,230,1,0,0,0,0,505,0,0,0,1,0,1,6,0,0,70,378,122,38,1,0,1,1,197,0,0,231,56,27,17,2,3,2,1,102,73,17,9,233,56,4,1,3,0,227,21,0,10,3,1,1005,1,0,4,727,1,317,49,0,0,0,1,265,2,0,3,0,0,59,0,0,0,0,16,33,3,2,93,104,11,6,1,0,438,213,2,166,128,6,246,30,9,1,569,408,222,170,34,2,12,1366,1306,51
1,1057,1,1,21,9,0,0,0,34,43,5,0,0,176,0,0,0,0,1,0,0,153,0,0,0,122,0,0,0,0,0,295,0,0,0,0,0,0,12,2,2,78,337,152,9,0,0,1,3,103,0,1,183,22,18,20,5,0,1,0,35,17,2,8,241,43,1,2,0,7,117,13,1,1,0,1,776,0,7,1,438,0,212,13,0,0,1,1,176,1,0,3,0,0,35,0,0,0,0,18,20,0,1,45,66,9,30,0,2,227,52,0,88,45,27,137,16,6,3,375,206,70,3,174,0,1,889,1008,52
10,3372,1,4,128,15,8,4,0,224,198,30,3,4,1084,7,8,7,8,7,4,1,757,5,4,2,634,5,4,9,4,11,1661,6,0,12,7,6,8,1967,7,794,2962,4331,4723,2717,1381,4,492,1220,6800,22,811,4779,2191,1812,2848,2465,1241,714,15,1767,1920,1693,1783,5597,1906,968,194,1091,578,3835,858,6,1294,191,366,9053,6,255,46,4751,156,6355,1710,416,3,158,32,3082,6,2,24,4,1,1192,4,1,2,0,125,926,60,6,2047,809,490,300,6,8,3525,2088,7,523,445,268,3050,75,26,4,1582,3872,2515,1165,524,4,59,4445,3874,271
2,1037,0,0,33,1,1,0,0,50,33,3,0,1,284,0,0,0,0,1,1,0,113,0,0,0,142,0,1,1,0,0,410,0,1,0,1,1,0,3,0,0,78,272,88,32,7,0,0,0,215,0,0,198,44,9,41,10,1,0,0,87,40,37,11,221,30,1,0,13,3,219,11,0,7,7,2,835,0,0,0,636,1,310,27,1,0,0,1,182,1,0,0,0,0,54,1,2,0,0,7,42,4,0,191,51,81,45,1,1,516,223,0,1,125,8,352,6,5,0,419,301,224,126,59,0,10,1050,927,43
0,1117,0,0,14,4,0,0,0,54,18,2,0,0,282,0,0,1,0,1,0,0,312,0,1,0,139,0,0,0,0,0,434,0,1,2,0,2,0,4,1,1,90,311,139,16,2,0,0,3,123,1,0,155,24,31,38,10,1,1,0,75,40,29,39,229,44,19,12,1,0,128,12,0,0,4,2,741,1,2,6,445,2,248,33,2,0,0,1,82,1,0,2,1,0,27,0,0,0,0,9,6,0,0,222,138,94,0,0,0,216,157,0,72,47,63,165,5,13,0,367,403,289,38,111,0,7,932,809,47
30,10514,13,7,315,23,16,2,0,547,466,66,7,4,1537,7,7,12,13,10,5,6,1540,11,17,14,1231,30,9,7,22,20,2223,10,1,22,18,14,45,4818,23,2303,7656,11847,11421,6255,2887,9,992,2712,16016,38,2499,11618,5981,4788,7081,6209,3385,1775,20,4115,4899,3567,4123,12366,4092,2199,653,3273,2044,9185,2274,13,2992,512,1421,22488,10,956,345,7200,508,14171,4441,1035,6,559,205,8494,24,6,27,5,5,1341,4,12,3,1,181,765,40,7,7236,3691,2923,1736,26,39,11007,7156,12,2512,3320,2311,8794,175,74,25,4121,14128,10886,6209,3609,9,860,11796,10503,477
1,750,0,0,22,1,0,0,0,40,25,6,2,1,264,0,0,0,0,0,0,1,96,0,2,0,113,0,0,0,0,0,272,0,0,0,0,0,1,1,0,0,83,273,72,19,5,1,0,0,182,2,1,181,63,29,16,11,4,0,0,42,41,29,6,190,3,0,4,9,0,137,14,0,3,2,3,824,1,1,0,496,0,160,23,1,0,0,0,134,0,0,2,0,0,19,0,0,0,0,11,28,2,0,120,70,57,18,0,0,141,126,0,31,2,60,241,17,5,2,395,456,287,54,77,1,38,925,820,18
4,1214,2,0,44,5,2,0,0,64,61,9,0,0,264,0,0,0,0,1,0,1,239,0,0,2,251,1,0,0,1,1,469,0,0,0,1,0,1,8,1,4,98,342,111,5,2,0,0,1,202,0,2,245,46,16,43,11,3,1,2,81,67,34,13,167,34,12,1,5,3,136,13,0,0,4,0,744,1,0,2,617,0,259,47,1,0,0,0,182,2,1,1,0,0,67,0,0,0,0,16,22,0,0,141,95,121,50,1,0,335,222,0,35,62,24,345,27,9,4,431,199,179,142,36,0,0,1084,1186,71
0,196,0,0,2,3,0,0,0,22,0,0,0,0,67,1,0,0,0,0,0,0,8,0,0,1,58,0,0,1,0,1,53,0,0,0,0,0,0,17,0,2,59,215,98,28,1,0,0,0,163,0,1,82,62,41,18,9,1,0,0,69,33,2,1,221,56,17,3,3,0,88,23,0,2,5,0,506,1,1,2,768,0,250,56,2,0,0,0,138,0,0,8,0,0,172,1,0,0,0,11,113,5,2,11,1,0,0,2,0,41,78,0,3,2,0,99,0,1,0,116,158,87,51,1,0,3,579,207,8
1,1032,0,1,48,8,1,1,0,77,53,4,0,0,224,1,2,0,0,1,0,0,220,0,0,1,245,0,0,0,1,1,370,6,0,1,0,2,1,17,1,0,124,341,121,27,2,0,2,0,232,2,4,222,46,15,55,18,1,0,0,103,31,9,1,249,20,25,0,1,0,132,21,0,17,2,4,857,0,0,3,653,0,245,75,6,0,0,0,183,0,0,5,0,0,61,0,0,0,0,23,49,2,0,165,56,41,1,2,1,527,240,1,24,29,125,291,20,6,3,370,353,95,165,4,0,0,1228,1273,43
3,1548,0,0,30,3,2,1,1,77,32,6,1,0,236,0,0,0,0,0,1,0,251,0,2,2,200,0,0,0,0,1,532,3,0,0,0,0,1,4,0,0,99,400,115,18,2,0,0,3,215,2,2,190,72,29,39,21,2,0,1,160,43,8,2,205,24,14,1,1,2,234,22,0,33,8,4,991,0,2,1,777,2,372,48,7,0,0,0,216,1,2,7,1,2,41,0,0,0,0,13,37,0,0,147,54,76,25,1,3,255,239,1,28,70,2,354,19,11,1,368,287,109,124,112,0,0,1160,1526,53
2,930,0,1,42,0,3,0,0,75,30,6,0,0,367,0,0,2,0,1,0,0,176,0,0,0,137,1,0,0,0,0,496,0,0,0,0,0,2,15,1,1,107,379,146,57,5,0,0,0,154,1,0,267,77,26,37,6,4,5,0,33,48,18,2,259,44,17,0,20,1,198,13,0,0,1,0,779,0,0,1,558,0,255,73,2,0,4,2,143,3,0,4,0,0,76,0,0,0,1,14,44,3,0,81,66,7,2,1,1,459,196,1,96,103,18,329,9,6,3,530,449,278,30,33,0,2,1039,949,62
8,2251,2,3,304,29,1,3,0,138,346,42,2,2,1301,2,3,3,2,5,1,1,706,12,2,1,604,4,0,2,3,0,1271,1,2,1,1,5,3,49,4,6,344,818,671,168,59,0,13,25,761,3,59,848,506,362,182,113,28,5,2,348,380,209,215,906,543,426,116,80,200,622,174,1,276,29,62,2043,1,135,38,4575,79,1618,640,108,0,52,29,1109,2,1,31,7,2,1398,0,2,1,0,108,972,196,13,689,349,288,149,18,7,1386,957,4,408,481,175,849,146,14,3,1190,1436,890,714,285,0,34,1690,3025,507
2,1243,0,0,33,3,0,0,0,43,64,4,0,0,243,0,0,0,0,1,1,0,169,0,0,1,169,1,0,1,1,0,239,0,0,0,1,0,1,4,0,1,69,255,79,18,1,0,0,0,113,0,1,179,121,6,27,3,0,1,0,47,34,14,0,223,45,0,1,0,2,103,7,0,26,0,1,619,1,2,0,551,1,275,37,1,0,2,0,135,1,2,7,0,0,10,0,0,0,0,10,18,1,0,66,31,2,0,0,1,282,164,0,16,2,4,250,9,5,2,263,392,203,119,37,0,12,861,830,18
