1999,225,0,0
1604,123,0,0
2834,338,0,0
159,3,0,0
497,311,21,0
1695,179,0,0
2065,267,6,0
117,0,0,1
3915,551,5,0
2081,226,0,0
414,21,0,0
548,55,0,1
3313,1434,73,0
3654,297,0,0
261,74,3,0
163,38,5,0
658,269,15,0
3082,915,17,0
2100,322,0,0
1923,186,0,0
2738,176,0,0
2493,144,0,0
743,170,12,0
3181,1306,36,0
50,0,0,1
200,12,2,0
607,361,20,0
601,48,4,0
2377,453,1,0
4368,175,0,0
2327,291,0,0
1779,93,0,0
296,4,1,0
2939,466,11,0
2258,286,0,0
965,96,0,0
2681,84,0,0
2754,316,0,0
3113,297,0,0
2276,248,8,0
2508,66,0,0
2582,289,0,0
1953,102,0,0
3154,70,0,0
1966,342,7,0
257,62,0,0
1746,245,0,0
298,31,0,0
106,8,0,0
182,7,2,0
341,22,0,0
1933,267,0,0
1588,132,4,0
316,17,5,0
2144,361,0,0
347,66,9,2
1540,91,0,0
149,18,0,0
391,53,0,0
58,3,0,0
1672,220,0,0
355,13,0,0
1484,149,6,0
274,32,0,0
415,63,0,0
215,15,0,0
276,21,3,0
1490,234,0,0
151,102,1,0
1671,279,0,0
518,76,9,0
552,65,3,0
1821,1,0,0
224,10,4,0
480,28,0,0
1147,167,5,0
526,14,0,0
318,31,0,0
609,59,0,0
99,5,0,0
384,2,0,0
589,63,1,0
175,16,0,0
718,134,0,0
2830,415,0,0
2001,161,0,0
462,29,0,0
208,9,0,0
2213,585,0,0
1917,176,0,0
2512,249,1,0
2155,274,0,0
383,291,10,0
3653,251,0,0
300,41,0,0
329,27,0,0
2635,177,0,0
2292,251,0,0
1217,67,1,0
2326,348,0,0
499,109,1,0
261,16,8,0
373,11,0,0
1806,236,0,0
356,13,0,0
2549,260,0,0
2718,293,0,0
1092,109,0,0
90,27,1,0
669,874,86,0
411,18,2,0
166,1,1,0
3888,951,48,0
2478,280,0,0
2873,373,0,0
2946,375,0,0
3227,292,0,0
3076,405,0,0
5392,1296,19,0
3323,219,0,0
413,115,4,0
3061,759,19,0
24419,12922,1772,0
11074,4530,183,0
682,1376,158,0
1080,368,58,0
514,118,5,0
583,115,2,0
433,107,5,0
314,40,0,0
376,54,5,0
376,21,3,0
190,104,4,0
419,101,5,0
963,2237,257,0
1794,271,2,0
547,92,3,0
609,192,18,0
318,22,4,0
375,157,23,0
371,19,5,0
610,136,15,0
41,162,13,0
229,87,11,0
91,25,0,0
14432,5116,181,0
485,183,10,0
2452,339,2,0
4272,1730,60,0
198,20,0,0
53,7,0,0
395,46,3,0
363,132,12,0
298,32,0,0
2878,394,4,0
368,42,0,0
437,38,1,0
43,1,0,0
3180,264,0,0
367,7,0,0
313,36,0,0
2167,445,0,0
379,24,0,0
430,103,16,0
216,28,3,1
264,9,0,0
4134,426,0,0
4167,619,0,0
528,41,1,0
336,34,0,0
335,42,0,0
3380,315,0,0
525,45,0,0
3444,321,0,0
408,126,3,0
394,32,6,0
891,45,0,0
670,396,29,0
417,158,10,0
309,101,17,0
1122,462,17,0
342,143,11,0
334,16,0,0
2175,290,0,0
282,103,13,0
426,713,63,0
1770,389,12,0
304,35,2,0
375,419,19,0
299,20,0,0
4656,4817,506,0
238,1,0,0
409,147,12,0
0,0,0,0
220,27,0,0
302,582,39,0
363,164,26,0
46,0,0,1
537,196,19,0
492,65,0,1
696,305,22,0
185,86,1,0
596,267,26,0
337,92,2,0
2007,32,0,0
256,136,7,0
190,86,3,0
409,167,6,0
389,625,56,0
5,1,0,0
3290,2015,138,0
882,207,0,0
234,7,1,0
5,5,0,0
478,252,6,0
371,125,1,0
241,16,1,1
703,341,16,0
696,180,8,0
1506,212,0,0
224,127,7,0
469,339,30,0
804,305,47,0
463,48,0,0
385,588,60,0
226,104,12,0
635,183,7,0
862,473,28,0
537,1330,174,0
