2319,1,3182,1,1386,3800,2441,5141,1416,1772,3022,694,246,51
1,4097,1,1,1386,1,1,1,1,590,1511,1,2461,1298
1,1,1,1,2773,1,1,1,1,1,1,1389,1477,883
4638,1,1,1823,1,1266,9764,1285,1,2363,3022,694,1,1
6957,8194,3182,1823,2773,1266,2441,1285,1,1181,3022,2084,1969,1298
1,1,3182,1823,2773,1266,2441,2570,5667,2953,1511,3474,984,1506
23191,12291,9548,5471,6933,3800,1,7712,5667,2363,4533,1,492,1298
2319,1,1,5471,2773,2533,2441,1,2833,1772,1,4169,2461,1558
4638,1,1,1823,1386,3800,1,1285,1416,1181,1511,1389,1,1402
1,1,1,3647,1386,1266,1,1285,5667,3544,3022,2084,1969,1298
6957,8194,3182,7295,6933,5067,12206,10282,4250,1772,9067,2779,1230,1246
1,1,1,1,1,1,1,1,1416,1,1,1,738,1091
1,1,1,1,1,1,1,1,1,590,1511,1389,492,1143
1,4097,1,1823,4159,1266,1,2570,2833,1,1,1,1230,1454
18552,20485,19096,12767,16639,16469,17088,14138,9917,7680,10579,3474,1230,1350
4638,12291,6365,7295,9706,5067,7323,2570,1,2363,1511,3474,1477,1039
1,1,3182,5471,1386,1,1,1285,2833,1181,1,1,1,1
6957,1,1,1823,2773,1266,2441,1285,2833,590,1,1,1,1
1,1,1,1,2773,1266,2441,1285,2833,1181,1,2084,984,1454
4638,1,3182,1823,1386,2533,2441,1285,1416,590,1,1,1,1
2319,1,3182,1823,1,1266,1,1285,1416,1772,4533,1,1477,1402
2319,8194,6365,3647,5546,2533,1,1285,1416,2953,1511,1389,1,1
1,1,3182,3647,2773,2533,2441,1285,1416,1181,1,1,1,1
6957,8194,6365,12767,12479,11402,9764,15424,12750,9452,6045,2779,738,1402
1,1,1,1,1,1,1,1,1,1,1,1389,738,1195
2319,1,1,1,2773,3800,4882,3856,4250,4726,1511,4169,2708,1195
4638,8194,3182,3647,4159,1,1,2570,1416,1181,1,4169,984,1143
1,1,1,1,1386,1266,1,2570,1,1181,1511,694,984,1350
4638,4097,9548,12767,9706,6334,9764,15424,14167,7089,1,2084,1723,1039
